"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","X","Y","Z","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle"
0.003083768067881465,1.039331555366516,-0.2784892916679382,0.003083768026264649,1.03933161422172,-0.2784892925303124,5.0,0.0,17.0,1.076,7635834279935.0,234279935.0,-15.0
0.006841335445642471,2.177657604217529,0.0380113422870636,0.006841335417003902,2.177657533697238,0.03801134122040348,89.0,1.0,18.0,2.178,7635834279937.0,234279937.0,1.0
0.004484805278480053,1.352418184280396,-0.3122320771217346,0.004484805071438476,1.352418213826686,-0.3122320634292847,2.0,2.0,19.0,1.388,7635834279939.0,234279939.0,-13.0
0.007613135036081076,2.180993556976318,0.1143017262220383,0.007613134835725191,2.18099361646357,0.1143017284345893,81.0,3.0,20.0,2.184,7635834279941.0,234279941.0,3.0
0.005276838317513466,1.511696696281433,-0.2938458621501923,0.005276838208370459,1.511696652679968,-0.293845852879879,3.0,4.0,20.0,1.54,7635834279944.0,234279944.0,-11.0
0.008018114604055882,2.187628746032715,0.1913940161466599,0.008018114463180091,2.187628863030819,0.1913940110738573,86.0,5.0,21.0,2.196,7635834279946.0,234279946.0,5.0
0.00810824055224657,2.111662149429321,-0.3344568908214569,0.00810824026254869,2.111662105469475,-0.3344568862560136,5.0,6.0,22.0,2.138,7635834279948.0,234279948.0,-9.0
0.008725671097636223,2.173658609390259,0.2668938636779785,0.008725671561199695,2.173658558525685,0.266893862057273,90.0,7.0,23.0,2.19,7635834279951.0,234279951.0,7.0
0.00222013471648097,0.5300149917602539,-0.06507822871208191,0.002220134604808412,0.5300149951306241,-0.06507822937834876,9.0,8.0,24.0,0.534,7635834279953.0,234279953.0,-7.0
0.00913495384156704,2.180796623229981,0.3454073071479797,0.009134953382550732,2.180796723804465,0.3454072988088298,89.0,9.0,24.0,2.208,7635834279955.0,234279955.0,9.0
0.002321140840649605,0.5319629311561584,-0.04654116556048393,0.002321140777369877,0.5319629048293371,-0.04654116662724946,12.0,10.0,25.0,0.534,7635834279958.0,234279958.0,-5.0
0.009906736202538013,2.183116436004639,0.4243592023849487,0.0099067358767272,2.18311637827834,0.4243592057174357,86.0,11.0,26.0,2.224,7635834279960.0,234279960.0,11.0
0.00730357738211751,1.549855828285217,-0.08122540265321732,0.007303577593626433,1.549855829257968,-0.08122540408904882,15.0,12.0,27.0,1.552,7635834279962.0,234279962.0,-3.0
0.01070419233292341,2.190357685089111,0.5056899785995483,0.01070419248371433,2.19035775030879,0.5056899701650086,87.0,13.0,28.0,2.248,7635834279965.0,234279965.0,13.0
0.01103224419057369,2.179640054702759,-0.03804624453186989,0.01103224389905732,2.17964005577924,-0.03804624603327806,89.0,14.0,29.0,2.18,7635834279967.0,234279967.0,-1.0
0.01107840426266193,2.188759803771973,0.5864839553833008,0.01107840390141223,2.188759885890703,0.586483956202312,86.0,15.0,29.0,2.266,7635834279969.0,234279969.0,15.0
0.006699218414723873,1.03738272190094,-0.2779716551303864,0.006699218342033191,1.037382706527073,-0.2779716544401073,6.0,0.0,37.0,1.074,7635834279990.0,234279990.0,-15.0
0.01444273721426725,2.17762041091919,0.0380113422870636,0.01444273708912025,2.177620385945172,0.03801134122040348,89.0,1.0,38.0,2.178,7635834279992.0,234279992.0,1.0
