"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","X","Y","Z","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle"
0.01056016981601715,2.016825437545776,-0.5404141545295715,0.01056017001731223,2.016825478767957,-0.5404141661740633,2.0,0.0,30.0,2.088,8975071480017.0,271480017.0,-15.0
0.006167023908346891,1.139809727668762,0.01989574357867241,0.006167024072511056,1.139809689031945,0.01989574333850321,11.0,1.0,31.0,1.14,8975071480019.0,271480019.0,1.0
0.006706437095999718,1.164382696151733,0.06102372333407402,0.006706437213933137,1.164382724317717,0.0610237249792725,12.0,3.0,33.0,1.166,8975071480023.0,271480023.0,3.0
0.006626178044825792,1.150447964668274,-0.2236281484365463,0.006626177943052876,1.150447976925293,-0.2236281425813105,1.0,4.0,33.0,1.172,8975071480026.0,271480026.0,-11.0
0.006833698134869337,1.151580810546875,0.1007520407438278,0.006833698214953475,1.151580794943789,0.1007520386162928,11.0,5.0,34.0,1.156,8975071480028.0,271480028.0,5.0
0.006986685562878847,1.143721699714661,-0.1811511069536209,0.00698668555018131,1.143721758726147,-0.1811511105165873,1.0,6.0,35.0,1.158,8975071480030.0,271480030.0,-9.0
0.00742120947688818,1.181106567382813,0.1450245231389999,0.007421209332236479,1.181106605959753,0.1450245186521255,11.0,7.0,36.0,1.19,8975071480033.0,271480033.0,7.0
0.007370969746261835,1.141404271125794,-0.1401497423648834,0.00737096965582294,1.141404274482243,-0.1401497449159196,1.0,8.0,37.0,1.15,8975071480035.0,271480035.0,-7.0
0.007487969938665628,1.1595219373703,0.1836540549993515,0.007487970023537503,1.159521934174398,0.183654061957231,1.0,9.0,37.0,1.174,8975071480037.0,271480037.0,9.0
0.00384525372646749,0.5797725915908813,-0.05072464048862457,0.003845253631659664,0.5797725628987299,-0.05072464227913705,6.0,10.0,38.0,0.582,8975071480040.0,271480040.0,-5.0
0.01606274023652077,2.359776973724365,0.4587048292160034,0.01606274114919647,2.359777080991719,0.4587048248852137,70.0,11.0,39.0,2.404,8975071480042.0,271480042.0,11.0
0.007919843308627605,1.134415507316589,-0.05945364758372307,0.007919842933730057,1.134415505901825,-0.05945364629198419,15.0,12.0,40.0,1.136,8975071480044.0,271480044.0,-3.0
0.0170684028416872,2.385196924209595,0.5506801605224609,0.01706840204854367,2.385196848871831,0.5506801810337815,92.0,13.0,41.0,2.448,8975071480047.0,271480047.0,13.0
0.008472556248307228,1.155792832374573,-0.02017498202621937,0.008472556086240915,1.155792881921783,-0.02017498184149974,14.0,14.0,42.0,1.156,8975071480049.0,271480049.0,-1.0
0.01736149005591869,2.368386507034302,0.6346243023872375,0.01736149071881253,2.368386492588872,0.6346242985913808,76.0,15.0,42.0,2.452,8975071480051.0,271480051.0,15.0
0.01021686289459467,1.147779703140259,0.02003536187112331,0.01021686245274942,1.147779682677607,0.02003536259000147,11.0,1.0,51.0,1.148,8975071480074.0,271480074.0,1.0
0.01077085081487894,1.164352178573608,0.06102372333407402,0.01077085056052433,1.164352220665146,0.0610237249792725,11.0,3.0,53.0,1.166,8975071480079.0,271480079.0,3.0
0.01064195018261671,1.150417804718018,-0.2236281484365463,0.01064195043290486,1.150417838325109,-0.2236281425813105,1.0,4.0,53.0,1.172,8975071480081.0,271480081.0,-11.0
0.01109753176569939,1.177449822425842,0.1030180901288986,0.01109753185914217,1.177449836870492,0.1030180879277319,10.0,5.0,54.0,1.182,8975071480083.0,271480083.0,5.0
0.01107378676533699,1.153566837310791,-0.1827154606580734,0.01107378677893442,1.153566831045993,-0.1827154551669896,1.0,6.0,55.0,1.168,8975071480086.0,271480086.0,-9.0
0.01148579083383083,1.175118565559387,0.1442933082580566,0.01148579054565609,1.175118512935067,0.1442933025916946,8.0,7.0,56.0,1.184,8975071480088.0,271480088.0,7.0
0.01186862029135227,1.192981481552124,-0.1464869529008865,0.01186862032425349,1.192981437032795,-0.1464869507729873,1.0,8.0,57.0,1.202,8975071480090.0,271480090.0,-7.0
0.02393547259271145,2.364404678344727,0.3745041191577911,0.0239354731543919,2.364404738033986,0.3745041093063127,52.0,9.0,58.0,2.394,8975071480093.0,271480093.0,9.0
0.005626992788165808,0.5558481812477112,-0.0486329048871994,0.005626992921331516,0.5558481605214772,-0.04863290445319326,6.0,10.0,58.0,0.558,8975071480095.0,271480095.0,-5.0
0.02429980225861073,2.35970664024353,0.4587048292160034,0.02429980249685684,2.359706634992079,0.4587048248852137,80.0,11.0,59.0,2.404,8975071480097.0,271480097.0,11.0
0.01185872871428728,1.132383823394775,-0.05934897437691689,0.0118587289086645,1.132383799684883,-0.05934897437949831,16.0,12.0,60.0,1.134,8975071480099.0,271480099.0,-3.0
0.02531120181083679,2.377328157424927,0.5488805770874023,0.02531120127294188,2.377328218844315,0.5488805725990306,88.0,13.0,61.0,2.44,8975071480102.0,271480102.0,13.0
0.01250697486102581,1.155756235122681,-0.02017498202621937,0.01250697452751564,1.15575626569613,-0.02017498184149974,13.0,14.0,62.0,1.156,8975071480104.0,271480104.0,-1.0
0.02602070383727551,2.366375207901001,0.6341066360473633,0.02602070315306008,2.36637521667961,0.6341066605011758,85.0,15.0,63.0,2.45,8975071480106.0,271480106.0,15.0
0.01439687423408032,1.178341507911682,-0.3157592415809631,0.01439687428440364,1.178341561478342,-0.3157592350250753,2.0,0.0,70.0,1.22,8975071480127.0,271480127.0,-15.0
0.01449587102979422,1.169731974601746,0.02041931636631489,0.01449587091353824,1.16973198694388,0.02041931553162171,9.0,1.0,71.0,1.17,8975071480129.0,271480129.0,1.0
0.01459481567144394,1.161357402801514,-0.2681416571140289,0.01459481592952147,1.161357414084223,-0.2681416567778871,2.0,2.0,72.0,1.192,8975071480132.0,271480132.0,-13.0
0.01478424016386271,1.160313367843628,0.06081438064575195,0.01478424027432932,1.160313335821118,0.06081438115430073,12.0,3.0,73.0,1.162,8975071480134.0,271480134.0,3.0
0.01475764531642199,1.158226013183594,-0.2251546084880829,0.01475764508503419,1.158226062330209,-0.2251546145443229,1.0,4.0,73.0,1.18,8975071480136.0,271480136.0,-11.0
0.01546484977006912,1.197326183319092,0.1047612056136131,0.01546484982124029,1.197326158075373,0.1047612027826851,8.0,5.0,74.0,1.202,8975071480139.0,271480139.0,5.0
0.01582462340593338,1.192935466766357,0.1464869529008865,0.01582462407429676,1.192935519852661,0.1464869507729873,5.0,7.0,76.0,1.202,8975071480143.0,271480143.0,7.0
0.03188217431306839,2.372213125228882,0.3757555782794952,0.0318821756401694,2.372213158044138,0.3757555850266346,52.0,9.0,77.0,2.402,8975071480148.0,271480148.0,9.0
0.007784212473779917,0.5717628002166748,-0.05002739652991295,0.00778421233648188,0.571762770433705,-0.05002739633715579,6.0,10.0,78.0,0.5740000000000001,8975071480150.0,271480150.0,-5.0
0.03250949829816818,2.357644319534302,0.458323210477829,0.03250949906711306,2.357644368960761,0.4583232068944607,77.0,11.0,79.0,2.402,8975071480152.0,271480152.0,11.0
0.01592295803129673,1.140323758125305,-0.05976766347885132,0.0159229581394262,1.140323763665226,-0.05976766202944186,19.0,12.0,80.0,1.142,8975071480155.0,271480155.0,-3.0
0.0333615317940712,2.359688520431519,0.5448314547538757,0.03336153245818252,2.359688474205322,0.5448314536208411,94.0,13.0,81.0,2.422,8975071480157.0,271480157.0,13.0
0.01665571331977844,1.163703560829163,-0.02031460031867027,0.01665571282836863,1.163703529346118,-0.02031460109299801,13.0,14.0,82.0,1.164,8975071480159.0,271480159.0,-1.0
0.03392303735017777,2.370139122009277,0.635141909122467,0.03392303735968198,2.370139225405263,0.6351419366815859,85.0,15.0,82.0,2.454,8975071480162.0,271480162.0,15.0
0.01726585440337658,1.099087953567505,-0.2945360839366913,0.01726585372974726,1.099087981830522,-0.2945360733266687,3.0,0.0,90.0,1.138,8975071480182.0,271480182.0,-15.0
0.018960015848279,1.193667531013489,0.02083817310631275,0.01896001504544942,1.193667578668188,0.02083817328611651,12.0,1.0,91.0,1.194,8975071480185.0,271480185.0,1.0
0.01864862069487572,1.161299347877502,-0.2681416571140289,0.01864862091396201,1.16129939328255,-0.2681416567778871,2.0,2.0,92.0,1.192,8975071480187.0,271480187.0,-13.0
0.01938549242913723,1.194203615188599,0.06259380280971527,0.01938549217847884,1.194203591702667,0.06259380366656081,10.0,3.0,93.0,1.196,8975071480189.0,271480189.0,3.0
0.02039378322660923,1.256317257881165,-0.2442355155944824,0.02039378290986531,1.256317279702758,-0.2442355140819774,1.0,4.0,93.0,1.28,8975071480192.0,271480192.0,-11.0
0.01993837580084801,1.2151939868927,0.106330007314682,0.01993837662208723,1.215193972553091,0.106330006152143,7.0,5.0,94.0,1.22,8975071480194.0,271480194.0,5.0
0.02052079327404499,1.224629998207092,0.1503867655992508,0.0205207934790185,1.224630032505963,0.150386769761952,4.0,7.0,96.0,1.234,8975071480199.0,271480199.0,7.0
0.04034005850553513,2.358254671096802,0.3735654950141907,0.04034005786044632,2.358254756183422,0.3735655025160713,36.0,9.0,98.0,2.388,8975071480203.0,271480203.0,9.0
0.009711836464703083,0.5677478909492493,-0.04967877268791199,0.009711836199694065,0.5677479191634819,-0.04967877336616516,6.0,10.0,98.0,0.5700000000000001,8975071480205.0,271480205.0,-5.0
0.04090861976146698,2.367331266403198,0.4602313041687012,0.04090862022268072,2.367331332575328,0.4602312968482261,80.0,11.0,99.0,2.412,8975071480208.0,271480208.0,11.0
0.02007761970162392,1.150246024131775,-0.06029102206230164,0.02007761877597561,1.150246009312658,-0.0602910215918713,22.0,12.0,100.0,1.152,8975071480210.0,271480210.0,-3.0
0.04156382754445076,2.357609272003174,0.5443815588951111,0.04156382884850646,2.357609207333708,0.5443815515121533,88.0,13.0,101.0,2.42,8975071480212.0,271480212.0,13.0
0.02068209648132324,1.161638975143433,-0.02027969621121883,0.02068209731405777,1.161638921855444,-0.02027969628012344,13.0,14.0,102.0,1.162,8975071480215.0,271480215.0,-1.0
0.04240144416689873,2.358409643173218,0.6320360898971558,0.04240144313056164,2.358409734466689,0.6320361081403557,81.0,15.0,103.0,2.442,8975071480217.0,271480217.0,15.0
0.02091684937477112,1.08936357498169,-0.2919478714466095,0.02091684850536434,1.089363538554983,-0.2919478828756434,6.0,0.0,110.0,1.128,8975071480238.0,271480238.0,-15.0
0.02370764687657356,1.223583936691284,0.02136174589395523,0.0237076467301316,1.223583925734806,0.02136174547923502,14.0,1.0,111.0,1.224,8975071480240.0,271480240.0,1.0
0.04555676132440567,2.33024787902832,-0.5380828976631165,0.04555676109115245,2.330247916119876,-0.5380829219905251,2.0,2.0,112.0,2.392,8975071480242.0,271480242.0,-13.0
0.02414474077522755,1.224081754684448,0.06416388601064682,0.0241447399877066,1.22408170794772,0.06416388235384914,14.0,3.0,113.0,1.226,8975071480245.0,271480245.0,3.0
0.02421971410512924,1.217108964920044,0.1065043210983276,0.0242197131758371,1.217108966287827,0.1065043176376383,8.0,5.0,114.0,1.222,8975071480249.0,271480249.0,5.0
0.02515710890293121,1.24241316318512,0.1525804251432419,0.02515710868662814,1.242413110017274,0.1525804179432447,6.0,7.0,116.0,1.252,8975071480254.0,271480254.0,7.0
0.04791808128356934,2.346258163452148,0.3716882765293121,0.04791808013682081,2.346258228214477,0.3716882889355885,32.0,9.0,117.0,2.376,8975071480258.0,271480258.0,9.0
0.01111916545778513,0.5398229956626892,-0.04723841324448586,0.01111916528646574,0.5398230233523497,-0.04723841256923073,6.0,10.0,118.0,0.542,8975071480261.0,271480261.0,-5.0
0.04892726242542267,2.35539722442627,0.4579415917396545,0.04892726314400452,2.355397126616568,0.4579415889037075,86.0,11.0,119.0,2.4,8975071480263.0,271480263.0,11.0
0.02438539639115334,1.164146661758423,-0.06102372333407402,0.02438539638286048,1.164146664915081,-0.0610237249792725,19.0,12.0,120.0,1.166,8975071480265.0,271480265.0,-3.0
0.04983431845903397,2.359398126602173,0.5448314547538757,0.04983431892169665,2.359398064719689,0.5448314536208411,94.0,13.0,121.0,2.422,8975071480268.0,271480268.0,13.0
0.02520518749952316,1.18355131149292,-0.02066364884376526,0.02520518749062414,1.183551313684541,-0.02066364922174368,13.0,14.0,122.0,1.184,8975071480270.0,271480270.0,-1.0
0.05005745217204094,2.350530385971069,0.6299655437469482,0.05005745113887949,2.350530503974977,0.6299655557795355,91.0,15.0,122.0,2.434,8975071480272.0,271480272.0,15.0
0.0245001669973135,1.079627156257629,-0.2893596887588501,0.02450016663603953,1.079627116292814,-0.2893596924246182,7.0,0.0,130.0,1.118,8975071480293.0,271480293.0,-15.0
0.02761287428438664,1.207500338554382,0.02108250744640827,0.02761287382884927,1.207500334202235,0.02108250697623848,14.0,1.0,131.0,1.208,8975071480295.0,271480295.0,1.0
0.02851015143096447,1.227983355522156,0.06437322497367859,0.02851015137531716,1.227983411541006,0.06437322617882091,16.0,3.0,133.0,1.23,8975071480300.0,271480300.0,3.0
0.02832829020917416,1.211041450500488,0.1059813797473908,0.02832829100504071,1.211041475073312,0.1059813831811523,7.0,5.0,134.0,1.216,8975071480305.0,271480305.0,5.0
0.02959906496107578,1.255990862846375,-0.1989846378564835,0.02959906480238315,1.255990847336665,-0.1989846395311737,1.0,6.0,135.0,1.272,8975071480307.0,271480307.0,-9.0
0.02888129651546478,1.216518759727478,0.1494118124246597,0.02888129572769064,1.216518795699886,0.1494118150147108,7.0,7.0,136.0,1.226,8975071480309.0,271480309.0,7.0
0.02947330661118031,1.2323899269104,-0.1513617187738419,0.02947330619527581,1.23238993527841,-0.1513617245091932,1.0,8.0,137.0,1.242,8975071480311.0,271480311.0,-7.0
0.05656479671597481,2.348041534423828,0.3720011711120606,0.05656479799671563,2.34804164404599,0.372001157865669,24.0,9.0,138.0,2.378,8975071480314.0,271480314.0,9.0
0.01314738113433123,0.5457563400268555,-0.04776134714484215,0.01314738097183994,0.5457563559903543,-0.04776134702571668,6.0,10.0,138.0,0.548,8975071480316.0,271480316.0,-5.0
0.05695834010839462,2.347361326217651,0.4564151167869568,0.05695833925789272,2.34736128208186,0.4564151169406951,73.0,11.0,139.0,2.392,8975071480318.0,271480318.0,11.0
0.02879045903682709,1.178031086921692,-0.0617564283311367,0.02879045974791736,1.178031091687692,-0.06175642836667371,12.0,12.0,140.0,1.18,8975071480321.0,271480321.0,-3.0
0.05811780318617821,2.361157894134522,0.5452813506126404,0.05811780349074008,2.361157886294599,0.5452813557295287,92.0,13.0,141.0,2.424,8975071480323.0,271480323.0,13.0
0.03012927435338497,1.215441465377808,-0.02122212573885918,0.03012927464875068,1.215441421117248,-0.02122212622773675,10.0,14.0,142.0,1.216,8975071480325.0,271480325.0,-1.0
0.0585758201777935,2.346468687057495,0.6289302706718445,0.05857581878024217,2.34646874619237,0.6289302795991254,78.0,15.0,143.0,2.43,8975071480328.0,271480328.0,15.0
0.028774319216609,1.098846912384033,-0.2945360839366913,0.02877431910252179,1.09884691384628,-0.2945360733266687,7.0,0.0,150.0,1.138,8975071480348.0,271480348.0,-15.0
0.03177497535943985,1.205397605895996,0.02104760147631168,0.03177497353708596,1.205397589801759,0.02104760216336392,15.0,1.0,151.0,1.206,8975071480351.0,271480351.0,1.0
0.03236981853842735,1.211904048919678,0.06353585422039032,0.03236981936106804,1.211904035164345,0.0635358508789338,21.0,3.0,153.0,1.214,8975071480355.0,271480355.0,3.0
0.03375822678208351,1.263885021209717,-0.2457619905471802,0.0337582264656175,1.263885053460606,-0.2457619860449897,1.0,4.0,153.0,1.288,8975071480358.0,271480358.0,-11.0
0.03250189870595932,1.208943486213684,0.1058070734143257,0.03250189692329274,1.208943543047225,0.105807071695657,10.0,5.0,154.0,1.214,8975071480360.0,271480360.0,5.0
0.03270072862505913,1.20848822593689,-0.1914757788181305,0.03270072916753338,1.208488181982106,-0.1914757852092426,1.0,6.0,155.0,1.224,8975071480362.0,271480362.0,-9.0
0.03253310546278954,1.19458270072937,0.1467306911945343,0.03253310411573152,1.19458264758335,0.1467306894597976,10.0,7.0,156.0,1.204,8975071480364.0,271480364.0,7.0
0.03344864025712013,1.220373511314392,-0.1498992890119553,0.03344864208998345,1.220373463528199,-0.1498992923883314,3.0,8.0,157.0,1.23,8975071480367.0,271480367.0,-7.0
0.06435087323188782,2.347841262817383,0.3720011711120606,0.06435087366937843,2.347841158086422,0.372001157865669,22.0,9.0,157.0,2.378,8975071480369.0,271480369.0,9.0
0.01505234651267529,0.5457071661949158,-0.04776134714484215,0.01505234606990098,0.5457071381318748,-0.04776134702571668,6.0,10.0,158.0,0.548,8975071480371.0,271480371.0,-5.0
0.06531523913145065,2.353035688400269,0.4575599730014801,0.06531523650770646,2.353035654829327,0.4575599709129545,80.0,11.0,159.0,2.398,8975071480374.0,271480374.0,11.0
0.0332927480340004,1.191898822784424,-0.06248913332819939,0.03329274746719484,1.191898779837746,-0.06248913175407493,8.0,12.0,160.0,1.194,8975071480376.0,271480376.0,-3.0
0.06624992191791534,2.357044696807861,0.5443815588951111,0.06624992452707092,2.357044690682249,0.5443815515121533,92.0,13.0,161.0,2.42,8975071480378.0,271480378.0,13.0
0.03459790349006653,1.223324418067932,-0.02136174589395523,0.03459790349585164,1.223324429946436,-0.02136174547923502,9.0,14.0,162.0,1.224,8975071480381.0,271480381.0,-1.0
0.06635666638612747,2.346261501312256,0.6289302706718445,0.06635666747838463,2.346261600095891,0.6289302795991254,85.0,15.0,162.0,2.43,8975071480383.0,271480383.0,15.0
0.03226597234606743,1.087153792381287,-0.2914302349090576,0.03226597063848508,1.087153769971413,-0.2914302447854384,7.0,0.0,170.0,1.126,8975071480404.0,271480404.0,-15.0
0.0359824039041996,1.205279350280762,0.02104760147631168,0.03598240275582226,1.205279330750798,0.02104760216336392,17.0,1.0,171.0,1.206,8975071480406.0,271480406.0,1.0
0.0362984761595726,1.201801896095276,0.0630124881863594,0.03629847434346759,1.201801916581274,0.06301249131650437,16.0,3.0,173.0,1.204,8975071480411.0,271480411.0,3.0
0.03710294514894486,1.228437066078186,-0.2388928681612015,0.0371029451030775,1.22843704431652,-0.2388928622114341,1.0,4.0,173.0,1.252,8975071480413.0,271480413.0,-11.0
0.03690319135785103,1.214797139167786,0.106330007314682,0.03690319050090173,1.214797137106661,0.106330006152143,11.0,5.0,174.0,1.22,8975071480415.0,271480415.0,5.0
0.03709991648793221,1.214290022850037,-0.1924143880605698,0.0370999161268365,1.214290038654213,-0.192414391999484,2.0,6.0,175.0,1.23,8975071480417.0,271480417.0,-9.0
